1, 0, 0.985623, 1, 0.308452, 0.32992, -0.892194, 0.000209487, 0.400015, -0.916508, -64.3216, -21.955, 307.574, -0.190232, 0.135722, -0.0431098, 0.0481114, 0.232046
2, 0.0166833, 0.98467, 1, 0.307488, 0.331641, -0.891889, 0.000655811, 0.398656, -0.9171, -64.1932, -21.9451, 307.165, -0.195503, 0.138659, -0.0447444, 0.0439265, 0.226286
3, 0.0333667, 0.985129, 1, 0.313348, 0.325145, -0.892241, 0.000341427, 0.39657, -0.918005, -64.1622, -21.908, 307.129, -0.198659, 0.140159, -0.0456877, 0.0448504, 0.218319
4, 0.05005, 0.984676, 1, 0.308242, 0.328893, -0.892646, 0.00206629, 0.396386, -0.918082, -64.1115, -22.0423, 307.072, -0.200239, 0.14133, -0.0463962, 0.0416905, 0.218301
5, 0.0667333, 0.984923, 1, 0.311029, 0.329271, -0.891539, 0.000131281, 0.399902, -0.916558, -64.1339, -22.3662, 307.021, -0.201004, 0.142939, -0.0472604, 0.0408316, 0.219624
6, 0.0834167, 0.984786, 1, 0.30826, 0.329617, -0.892372, 0.000199952, 0.395109, -0.918634, -64.0166, -22.8086, 306.616, -0.203621, 0.142341, -0.0478928, 0.0400423, 0.214427
7, 0.1001, 0.984918, 1, 0.316327, 0.32695, -0.890528, 0.00439234, 0.396134, -0.918182, -64.047, -23.1231, 306.607, -0.203135, 0.144072, -0.0489769, 0.0444765, 0.213813
8, 0.116783, 0.985143, 1, 0.314779, 0.330175, -0.889887, 0.00780783, 0.397309, -0.917652, -64.1417, -23.6244, 307.02, -0.204887, 0.145372, -0.0487488, 0.04392, 0.214537
9, 0.133467, 0.985427, 1, 0.311995, 0.331381, -0.890419, 0.0077789, 0.391348, -0.92021, -64.2827, -24.8721, 307.568, -0.20847, 0.147047, -0.0493601, 0.03979, 0.208541
10, 0.15015, 0.98378, 1, 0.307161, 0.348802, -0.885432, 0.0256962, 0.408819, -0.912254, -64.2308, -26.7485, 306.901, -0.21468, 0.149693, -0.0488596, 0.0449757, 0.221315
11, 0.166833, 0.984874, 1, 0.317637, 0.334137, -0.887389, -0.00364445, 0.416127, -0.909299, -64.0049, -27.5654, 305.811, -0.212252, 0.14913, -0.0503712, 0.036708, 0.221803
12, 0.183517, 0.984323, 1, 0.315019, 0.346909, -0.883413, 0.005785, 0.41208, -0.911129, -63.982, -27.214, 305.408, -0.206246, 0.149857, -0.0506879, 0.0400526, 0.23234
13, 0.2002, 0.984224, 1, 0.314101, 0.34624, -0.884001, 0.0121692, 0.402276, -0.915438, -64.0724, -25.8664, 306.038, -0.19933, 0.152057, -0.0511124, 0.0388035, 0.23317
14, 0.216883, 0.985785, 1, 0.313862, 0.324453, -0.892312, 0.00873125, 0.391031, -0.920336, -63.628, -23.7663, 306.477, -0.191065, 0.149903, -0.0520096, 0.0377555, 0.222966
15, 0.233567, 0.985524, 1, 0.313691, 0.340751, -0.886277, 0.00481519, 0.387959, -0.921664, -63.1364, -23.3143, 307.124, -0.193691, 0.145076, -0.0516031, 0.0427144, 0.226962
16, 0.25025, 0.984934, 1, 0.316128, 0.334471, -0.887802, 0.00518314, 0.38893, -0.921253, -62.9232, -23.8324, 307.161, -0.198834, 0.145697, -0.0513016, 0.0426063, 0.218745
17, 0.266933, 0.984881, 1, 0.312033, 0.326491, -0.89221, 0.00666559, 0.389606, -0.920957, -62.6787, -23.8508, 306.249, -0.200381, 0.1451, -0.0512776, 0.0418691, 0.213308
18, 0.283617, 0.985236, 1, 0.316464, 0.333042, -0.888219, 0.00353979, 0.394707, -0.9188, -62.764, -23.163, 306.616, -0.194869, 0.14566, -0.0516682, 0.0425023, 0.225398
19, 0.3003, 0.98514, 1, 0.321996, 0.324579, -0.889364, 0.00186732, 0.390353, -0.920663, -62.8814, -23.0213, 306.876, -0.197291, 0.144732, -0.0525121, 0.0456597, 0.215588
20, 0.316983, 0.985106, 1, 0.322773, 0.327631, -0.887962, 0.00967455, 0.399875, -0.916519, -62.9772, -23.2301, 306.91, -0.198788, 0.147011, -0.0526011, 0.0478047, 0.220645
21, 0.333667, 0.984744, 1, 0.319416, 0.330874, -0.887973, 0.00274906, 0.396178, -0.918169, -62.9419, -23.0978, 306.724, -0.197823, 0.14627, -0.0529157, 0.0435694, 0.221569
22, 0.35035, 0.984451, 1, 0.309957, 0.334339, -0.890025, 0.0144117, 0.396355, -0.917984, -63.0722, -23.0866, 307.247, -0.198176, 0.146896, -0.0524776, 0.0432362, 0.222371
23, 0.367033, 0.983686, 1, 0.321929, 0.369483, -0.871691, 0.00564165, 0.428137, -0.903696, -63.4248, -23.1256, 308.703, -0.199859, 0.149816, -0.0523209, 0.0448928, 0.258415
24, 0.383717, 0.98225, 1, 0.358153, 0.378889, -0.853328, 0.00837592, 0.44681, -0.89459, -63.987, -22.9979, 311.932, -0.205211, 0.155742, -0.0481512, 0.0575215, 0.270138
25, 0.4004, 0.98289, 1, 0.347389, 0.396049, -0.84998, -0.00429181, 0.464282, -0.885677, -64.3543, -22.8219, 313.697, -0.205634, 0.158392, -0.0463841, 0.043385, 0.289486
26, 0.417083, 0.983938, 1, 0.406397, 0.38153, -0.830227, -0.0310912, 0.473144, -0.880436, -64.5092, -22.8283, 314.214, -0.208825, 0.15648, -0.0460567, 0.0659366, 0.286531
27, 0.433767, 0.984029, 1, 0.414715, 0.392074, -0.821151, -0.0412536, 0.47101, -0.881163, -64.613, -22.6933, 314.638, -0.208105, 0.156481, -0.0449019, 0.0658087, 0.293191
28, 0.45045, 0.984272, 1, 0.434937, 0.378271, -0.817154, -0.0287206, 0.472935, -0.880629, -64.6284, -22.5645, 314.535, -0.207178, 0.155563, -0.0450183, 0.0846464, 0.287512
29, 0.467133, 0.983993, 1, 0.42272, 0.390639, -0.817747, -0.0375962, 0.469818, -0.881962, -64.6015, -22.6268, 314.505, -0.208162, 0.154776, -0.0441045, 0.0745576, 0.291737
