1282, 21.3713, 0.984566, 1, 0.0758723, 0.41852, -0.905033, -0.174294, 0.386916, -0.905493, 25.3107, -24.0553, 285.778, -0.258766, -0.0181033, 0.00334348, -0.0598887, 0.206043
1283, 21.388, 0.984256, 1, 0.0824498, 0.421064, -0.903276, -0.172858, 0.387292, -0.905607, 25.3184, -24.0564, 286.055, -0.258212, -0.0173578, 0.0036177, -0.0569621, 0.20871
1284, 21.4047, 0.984535, 1, 0.0767371, 0.414007, -0.907033, -0.171392, 0.385583, -0.906615, 25.3374, -24.0298, 285.982, -0.258228, -0.018123, 0.00342396, -0.0576729, 0.203418
1285, 21.4214, 0.984027, 1, 0.0825574, 0.416734, -0.905272, -0.1614, 0.386387, -0.908105, 25.3955, -24.0362, 286.222, -0.257717, -0.0187749, 0.00305771, -0.0488472, 0.206158
1286, 21.4381, 0.984362, 1, 0.0815595, 0.419275, -0.904188, -0.16443, 0.384486, -0.908369, 25.394, -23.983, 286.016, -0.256398, -0.0178958, 0.00239434, -0.0516968, 0.207788
1287, 21.4548, 0.984169, 1, 0.0864124, 0.41815, -0.904258, -0.16192, 0.385297, -0.908476, 25.4139, -24.0279, 286.249, -0.257879, -0.0180444, 0.00286352, -0.0480398, 0.205875
1288, 21.4714, 0.984148, 1, 0.0828214, 0.419401, -0.904015, -0.161557, 0.385164, -0.908597, 25.3996, -24.0112, 286.25, -0.256838, -0.0171846, 0.00280435, -0.0507779, 0.20766
1289, 21.4881, 0.983537, 1, 0.0873833, 0.420939, -0.90287, -0.171601, 0.382161, -0.908023, 25.4127, -24.0449, 286.298, -0.257484, -0.0166606, 0.00244656, -0.0543116, 0.206957
1290, 21.5048, 0.983626, 1, 0.0844493, 0.418968, -0.904065, -0.162267, 0.383088, -0.909347, 25.4168, -24.0737, 286.432, -0.257676, -0.016294, 0.00257022, -0.0514587, 0.205451
1291, 21.5215, 0.98303, 1, 0.0780905, 0.41795, -0.905108, -0.168, 0.380436, -0.90942, 25.4493, -24.1121, 286.571, -0.25857, -0.0167163, 0.00191978, -0.0569625, 0.202763
1292, 21.5382, 0.9833, 1, 0.0773236, 0.419538, -0.904438, -0.164494, 0.386213, -0.907624, 25.4568, -24.1101, 286.513, -0.257767, -0.0161361, 0.00128216, -0.056037, 0.207764
