frame, timestamp, confidence, success, gaze_0_x, gaze_0_y, gaze_0_z, gaze_1_x, gaze_1_y, gaze_2_z, pose_Tx, pose_Ty, pose_Tz, pose_Rx, pose_Ry, pose_Rz, x_angle, y_angle
1, 0, 0.988074, 1, 0.333608, 0.306753, -0.891408, 0.0743703, 0.298485, -0.951512, -91.6619, -8.9668, 416.619, -0.0294382, -0.0160325, 0.045686, 0.242523, 0.332007
2, 0.0166833, 0.98803, 1, 0.330883, 0.313803, -0.889968, 0.0636437, 0.292301, -0.954206, -89.6673, -10.1464, 418.077, -0.031999, -0.02412, 0.0491774, 0.244958, 0.330772
3, 0.0333667, 0.98808, 1, 0.309946, 0.324635, -0.893614, 0.029458, 0.313177, -0.949238, -87.4375, -11.2434, 417.339, -0.0370322, -0.0241294, 0.0481257, 0.214713, 0.339425
4, 0.05005, 0.988894, 1, 0.306822, 0.320529, -0.89617, 0.0107232, 0.308232, -0.951251, -83.7939, -11.4376, 415.067, -0.0387248, -0.0221942, 0.0486181, 0.199186, 0.331944
5, 0.0667333, 0.987676, 1, 0.300644, 0.316193, -0.899798, 0.00961135, 0.306142, -0.951937, -80.4758, -11.1665, 414.876, -0.0350215, -0.0237014, 0.0509644, 0.195184, 0.332223
6, 0.0834167, 0.985188, 1, 0.316611, 0.308221, -0.897083, 0.0312736, 0.287805, -0.957178, -79.3441, -10.8971, 416.438, -0.0334392, -0.0220869, 0.0526315, 0.213156, 0.321466
7, 0.1001, 0.986051, 1, 0.312685, 0.309369, -0.898064, 0.0383414, 0.296546, -0.954249, -79.1781, -10.7007, 417.036, -0.0295328, -0.0219011, 0.0511582, 0.215106, 0.330224
8, 0.116783, 0.986136, 1, 0.323098, 0.302814, -0.896611, 0.043786, 0.294519, -0.954642, -79.1936, -10.2537, 417.271, -0.0275423, -0.0195589, 0.0502839, 0.220999, 0.328302
9, 0.133467, 0.985715, 1, 0.32838, 0.309549, -0.892382, 0.0453191, 0.293121, -0.955001, -79.0519, -9.87531, 417.476, -0.0223101, -0.0138095, 0.0492112, 0.218897, 0.336799
10, 0.15015, 0.986039, 1, 0.322998, 0.307188, -0.895158, 0.049185, 0.303272, -0.951634, -78.7255, -9.77484, 417.391, -0.0230762, -0.0109175, 0.0496452, 0.213748, 0.339264
11, 0.166833, 0.985349, 1, 0.323237, 0.307579, -0.894937, 0.0340756, 0.311486, -0.949639, -78.4878, -9.81464, 417.333, -0.0223762, -0.0100176, 0.0505679, 0.204739, 0.344227
12, 0.183517, 0.986262, 1, 0.31845, 0.309144, -0.896114, 0.0355166, 0.2996, -0.953404, -78.298, -9.68171, 417.136, -0.0242117, -0.00704697, 0.0518421, 0.198005, 0.336271
13, 0.2002, 0.985573, 1, 0.323341, 0.312322, -0.893256, 0.0289932, 0.306749, -0.951349, -78.1971, -9.5579, 417.795, -0.0228898, -0.0013365, 0.0544954, 0.189702, 0.343882
14, 0.216883, 0.985558, 1, 0.32242, 0.317864, -0.891632, 0.0408076, 0.311315, -0.94943, -78.3017, -9.53199, 417.857, -0.0220074, 0.00478381, 0.056044, 0.187312, 0.351008
15, 0.233567, 0.985721, 1, 0.311731, 0.324246, -0.893134, 0.0326842, 0.315012, -0.948525, -78.4781, -9.51124, 418.132, -0.0237878, 0.00613576, 0.057139, 0.174777, 0.353391
