default		00:00:19.030	19.03	00:00:19.340	19.34	00:00:00.310	0.31	looking down
default		00:00:20.175	20.175	00:00:21.195	21.195	00:00:01.020	1.02	looking down
default		00:00:31.225	31.225	00:00:32.515	32.515	00:00:01.290	1.29	looking down
default		00:00:41.530	41.53	00:00:43.140	43.14	00:00:01.610	1.61	looking down
default		00:00:53.405	53.405	00:00:54.485	54.485	00:00:01.080	1.08	looking down
default		00:01:27.095	87.095	00:01:27.505	87.505	00:00:00.410	0.41	looking down
default		00:01:36.160	96.16	00:01:37.950	97.95	00:00:01.790	1.79	looking down
default		00:01:58.485	118.485	00:02:00.215	120.215	00:00:01.730	1.73	looking down
